customerID,tenure,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Risk_Score,Risk_Tier,Predicted_LTV,Expected_Monthly_Loss,Expected_LTV_Loss,Value_Segment,Action_Quadrant,Recommended_Action
7872-RDDLZ,67,Month-to-month,DSL,Electronic check,No,No,No,54.9,3725.5,No,0.0943,9.4,Low Risk,3686.47,5.18,347.63,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9250-WYPLL,5,Month-to-month,Fiber optic,Electronic check,No,No,No,75.55,413.65,Yes,0.7878,78.8,Critical Risk,386.14,59.52,304.2,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6308-CQRBU,71,Two year,Fiber optic,Electronic check,Yes,No,No,109.25,7707.7,No,0.056,5.6,Low Risk,7760.72,6.12,434.6,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2754-XBHTB,9,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,77.65,714.15,Yes,0.652,65.2,High Risk,705.82,50.63,460.19,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1597-LHYNC,26,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,95.0,2497.2,Yes,0.6449,64.5,High Risk,2491.14,61.27,1606.54,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0186-CAERR,71,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,116.3,8309.55,No,0.0845,8.4,Low Risk,8264.02,9.83,698.31,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3043-SUDUA,32,Month-to-month,No,Bank transfer (automatic),No internet service,No internet service,No,19.9,601.55,No,0.0429,4.3,Low Risk,633.43,0.85,27.17,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5442-BHQNG,2,Month-to-month,Fiber optic,Electronic check,No,No,No,70.35,139.25,No,0.6657,66.6,High Risk,140.75,46.83,93.7,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2169-RRLFW,71,Two year,No,Credit card (automatic),No internet service,No internet service,No,25.6,1888.25,No,0.0054,0.5,Low Risk,1806.57,0.14,9.76,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5872-OEQNH,60,One year,DSL,Electronic check,No,Yes,Yes,44.45,2773.9,No,0.0786,7.9,Low Risk,2699.59,3.49,212.19,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3162-KKZXO,55,One year,Fiber optic,Electronic check,No,No,Yes,100.15,5409.75,No,0.2644,26.4,Medium Risk,5477.73,26.48,1448.31,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7055-VKGDA,54,One year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,105.4,5643.4,Yes,0.3738,37.4,Medium Risk,5674.47,39.4,2121.12,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0754-UKWQP,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,95.85,197.7,Yes,0.8665,86.7,Critical Risk,192.91,83.05,167.16,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
8873-GLDMH,6,Month-to-month,Fiber optic,Mailed check,No,No,Yes,73.85,401.3,No,0.7123,71.2,Critical Risk,428.0,52.6,304.86,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5696-JVVQY,48,Two year,DSL,Credit card (automatic),No,Yes,Yes,70.1,3238.4,No,0.0075,0.7,Low Risk,3289.31,0.53,24.67,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8946-BFWSG,63,Two year,No,Mailed check,No internet service,No internet service,No,25.25,1573.05,No,0.0064,0.6,Low Risk,1590.7,0.16,10.18,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7493-TPUWZ,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,79.15,79.15,Yes,0.828,82.8,Critical Risk,79.36,65.54,65.71,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0547-HURJB,12,Month-to-month,No,Credit card (automatic),No internet service,No internet service,No,21.05,235.8,No,0.0744,7.4,Low Risk,245.86,1.57,18.29,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8904-OPDCK,54,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,24.95,1364.75,No,0.1749,17.5,Low Risk,1354.88,4.36,236.97,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8845-LWKGE,30,One year,DSL,Electronic check,Yes,No,Yes,64.5,1985.15,No,0.0701,7.0,Low Risk,1953.14,4.52,136.92,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1577-HKTFG,30,Month-to-month,No,Bank transfer (automatic),No internet service,No internet service,No,19.65,655.85,Yes,0.2052,20.5,Low Risk,607.52,4.03,124.66,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8752-STIVR,4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,79.0,303.15,Yes,0.7695,76.9,Critical Risk,314.26,60.79,241.82,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0691-NIKRI,40,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,105.95,4335.2,No,0.1852,18.5,Low Risk,4267.73,19.62,790.38,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5022-JNQEQ,9,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,75.85,647.5,No,0.515,51.5,High Risk,671.76,39.06,345.96,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
4558-FANTW,17,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,91.85,1574.45,Yes,0.5067,50.7,High Risk,1564.87,46.54,792.92,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
3249-VHRIP,62,Two year,DSL,Credit card (automatic),No,No,Yes,43.6,2748.7,No,0.0361,3.6,Low Risk,2723.34,1.57,98.31,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3736-BLEPA,28,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,91.25,2483.65,No,0.1179,11.8,Low Risk,2527.13,10.76,297.95,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4701-LKOZD,70,Two year,DSL,Credit card (automatic),Yes,Yes,No,89.75,6367.2,No,0.012,1.2,Low Risk,6284.43,1.08,75.41,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6603-QWSPR,46,Two year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,104.4,4904.2,No,0.058,5.8,Low Risk,4837.38,6.06,280.57,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9921-QFQUL,23,Month-to-month,Fiber optic,Mailed check,No,No,No,90.15,2044.95,No,0.2948,29.5,Medium Risk,2067.95,26.58,609.63,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1929-ZCBHE,47,One year,DSL,Electronic check,Yes,Yes,No,40.3,1794.8,No,0.0361,3.6,Low Risk,1881.84,1.45,67.93,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4378-MYPGO,68,Two year,Fiber optic,Bank transfer (automatic),No,Yes,Yes,105.25,7173.15,No,0.0388,3.9,Low Risk,7146.91,4.08,277.3,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8651-ENBZX,60,One year,Fiber optic,Electronic check,Yes,No,Yes,106.0,6441.4,Yes,0.5388,53.9,High Risk,6362.69,57.11,3428.22,High Value,Immediate Intervention,Account Exec Call: Autopay Migration + $15 Credit
4129-LYCOI,67,Two year,Fiber optic,Electronic check,Yes,No,Yes,104.0,7039.05,No,0.0769,7.7,Low Risk,6991.07,8.0,537.61,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7798-JVXYM,14,Month-to-month,DSL,Electronic check,Yes,No,Yes,69.65,921.4,No,0.2301,23.0,Low Risk,955.09,16.03,219.77,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8647-SDTWQ,57,Month-to-month,Fiber optic,Electronic check,No,No,Yes,74.3,4018.35,No,0.2455,24.6,Low Risk,4114.44,18.24,1010.1,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2696-ECXKC,55,One year,Fiber optic,Mailed check,No,Yes,No,100.9,5448.6,No,0.0949,9.5,Low Risk,5514.62,9.58,523.34,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2081-KJSQF,1,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,20.25,20.25,No,0.1866,18.7,Low Risk,20.25,3.78,3.78,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7623-TRNQN,1,Month-to-month,DSL,Mailed check,Yes,No,Yes,49.9,49.9,Yes,0.2083,20.8,Low Risk,49.9,10.39,10.39,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3323-CPBWR,23,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,96.9,2085.45,No,0.2531,25.3,Medium Risk,2133.72,24.53,540.04,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9330-IJWIO,13,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,100.35,1358.85,Yes,0.7347,73.5,Critical Risk,1361.51,73.73,1000.3,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
3384-CTMSF,47,Month-to-month,Fiber optic,Electronic check,No,No,Yes,104.1,5135.15,No,0.365,36.5,Medium Risk,4999.33,38.0,1824.76,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0902-RFHOF,38,One year,No,Mailed check,No internet service,No internet service,No,20.1,730.1,No,0.0185,1.8,Low Risk,752.84,0.37,13.93,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9286-DOJGF,38,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,74.95,2869.85,Yes,0.3796,38.0,Medium Risk,2858.98,28.45,1085.27,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6048-QBXKL,2,Month-to-month,DSL,Credit card (automatic),No,No,Yes,56.55,118.25,No,0.3753,37.5,Medium Risk,113.91,21.22,42.75,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9661-MHUMO,1,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,49.25,49.25,Yes,0.3146,31.5,Medium Risk,49.21,15.49,15.48,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7718-RXDGG,15,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,68.6,1108.6,No,0.3403,34.0,Medium Risk,1069.34,23.34,363.9,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1025-FALIX,26,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,69.05,1815.65,No,0.2967,29.7,Medium Risk,1810.34,20.49,537.13,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3451-VAWLI,35,Two year,No,Credit card (automatic),No internet service,No internet service,No,19.7,730.4,No,0.0074,0.7,Low Risk,698.06,0.15,5.17,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3407-QGWLG,3,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,20.05,75.45,No,0.153,15.3,Low Risk,75.86,3.07,11.61,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1842-EZJMK,50,Month-to-month,Fiber optic,Electronic check,Yes,No,No,103.7,5071.05,Yes,0.5973,59.7,High Risk,5127.07,61.94,3062.4,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2347-WKKAE,42,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,94.4,4014.6,No,0.2425,24.3,Low Risk,3978.15,22.89,964.7,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8735-DCXNF,10,Month-to-month,DSL,Credit card (automatic),Yes,Yes,Yes,54.95,568.85,No,0.1633,16.3,Low Risk,551.89,8.97,90.12,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3214-IYUUQ,61,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,93.7,5860.7,No,0.0421,4.2,Low Risk,5742.2,3.94,241.75,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1936-UAFEH,68,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No,110.25,7279.35,No,0.04,4.0,Low Risk,7430.69,4.41,297.23,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3587-PMCOY,10,One year,Fiber optic,Electronic check,No,Yes,Yes,98.9,1064.95,No,0.4889,48.9,High Risk,1001.35,48.35,489.56,High Value,Immediate Intervention,Account Exec Call: Autopay Migration + $15 Credit
8079-XRJRS,65,One year,Fiber optic,Electronic check,No,Yes,No,89.75,5769.6,Yes,0.2424,24.2,Low Risk,5778.42,21.76,1400.69,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1027-LKKQQ,72,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,80.45,5886.85,No,0.0124,1.2,Low Risk,5842.38,1.0,72.45,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7148-XZPHA,55,Month-to-month,Fiber optic,Electronic check,Yes,No,No,79.4,4238.45,No,0.0984,9.8,Low Risk,4195.99,7.81,412.89,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8073-IJDCM,1,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,20.3,20.3,Yes,0.3843,38.4,Medium Risk,20.3,7.8,7.8,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5309-TAIKL,7,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,62.8,418.3,No,0.1706,17.1,Low Risk,426.03,10.71,72.68,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6856-RAURS,2,Month-to-month,Fiber optic,Mailed check,No,No,Yes,74.9,136.05,No,0.74,74.0,Critical Risk,149.27,55.43,110.46,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
8778-LMWTJ,9,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,74.85,708.2,No,0.5502,55.0,High Risk,681.41,41.18,374.91,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
9717-IOAAF,27,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,25.85,788.55,No,0.019,1.9,Low Risk,734.87,0.49,13.96,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8884-ADFVN,7,Month-to-month,Fiber optic,Electronic check,No,No,Yes,101.95,700.85,Yes,0.8718,87.2,Critical Risk,703.31,88.88,613.15,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2845-KDHVX,64,Two year,DSL,Mailed check,Yes,No,Yes,68.3,4378.8,No,0.0127,1.3,Low Risk,4418.06,0.87,56.11,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0848-SOMKO,70,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,48.4,3442.8,No,0.012,1.2,Low Risk,3451.96,0.58,41.42,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2720-WGKHP,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,94.0,181.7,Yes,0.9159,91.6,Critical Risk,187.3,86.09,171.55,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6734-FQAJX,67,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,105.05,7171.7,No,0.0777,7.8,Low Risk,7072.9,8.16,549.56,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2869-ADAWR,45,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,89.3,4016.85,Yes,0.5322,53.2,High Risk,4013.07,47.53,2135.76,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1535-VTJOQ,24,Two year,No,Credit card (automatic),No internet service,No internet service,No,25.15,553.0,No,0.0204,2.0,Low Risk,587.83,0.51,11.99,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6368-TZZDT,4,Two year,No,Credit card (automatic),No internet service,No internet service,No,19.5,96.85,No,0.019,1.9,Low Risk,82.14,0.37,1.56,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0943-ZQPXH,44,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,92.95,4122.9,No,0.217,21.7,Low Risk,4093.37,20.17,888.26,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1293-BSEUN,72,Two year,No,Mailed check,No internet service,No internet service,Yes,20.7,1482.3,No,0.0047,0.5,Low Risk,1491.74,0.1,7.01,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9894-EZEWG,1,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,74.3,74.3,Yes,0.6666,66.7,High Risk,74.3,49.53,49.53,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1302-TPUBN,66,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,19.35,1240.8,No,0.0048,0.5,Low Risk,1264.17,0.09,6.07,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7851-FLGGQ,1,Month-to-month,DSL,Mailed check,Yes,No,Yes,44.65,44.65,Yes,0.4729,47.3,High Risk,44.69,21.11,21.13,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
0637-UBJRP,13,Month-to-month,Fiber optic,Electronic check,No,Yes,No,84.05,1095.3,Yes,0.5466,54.7,High Risk,1084.55,45.94,592.82,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0940-OUQEC,10,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,80.7,788.8,Yes,0.7299,73.0,Critical Risk,793.05,58.9,578.85,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2378-VTKDH,65,Month-to-month,Fiber optic,Electronic check,No,No,Yes,104.35,6578.55,No,0.3672,36.7,Medium Risk,6740.3,38.32,2475.04,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0927-CNGRH,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.55,19.55,No,0.1236,12.4,Low Risk,19.55,2.42,2.42,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8608-OZTLB,38,One year,DSL,Electronic check,Yes,Yes,No,74.05,2802.3,No,0.0372,3.7,Low Risk,2798.28,2.75,104.1,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2335-GSODA,23,Two year,DSL,Mailed check,Yes,Yes,No,40.1,857.75,No,0.0235,2.4,Low Risk,878.82,0.94,20.65,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1952-DVVSW,10,One year,No,Mailed check,No internet service,No internet service,No,20.1,184.4,No,0.0905,9.0,Low Risk,203.35,1.82,18.4,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0702-PGIBZ,4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,101.7,364.55,Yes,0.8535,85.3,Critical Risk,370.69,86.8,316.38,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6656-GULJQ,72,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,83.55,6093.3,No,0.0177,1.8,Low Risk,6036.48,1.48,106.85,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9853-JFZDU,35,Month-to-month,DSL,Electronic check,Yes,No,No,56.85,1861.1,No,0.0729,7.3,Low Risk,1927.91,4.14,140.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1963-VAUKV,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.4,20.4,Yes,0.1278,12.8,Low Risk,20.4,2.61,2.61,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3777-XROBG,58,Two year,No,Credit card (automatic),No internet service,No internet service,No,19.55,1079.65,No,0.0053,0.5,Low Risk,1126.07,0.1,5.97,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6994-FGRHH,70,One year,Fiber optic,Electronic check,Yes,No,Yes,106.15,7475.1,No,0.0966,9.7,Low Risk,7467.14,10.25,721.33,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4000-VGMQP,38,One year,DSL,Credit card (automatic),No,No,No,78.95,2862.55,No,0.0809,8.1,Low Risk,2967.33,6.39,240.06,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3999-WRNGR,60,Month-to-month,DSL,Electronic check,No,No,Yes,49.75,3069.45,No,0.1904,19.0,Low Risk,3016.91,9.47,574.42,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3466-RITXD,26,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,92.4,2349.8,No,0.3516,35.2,Medium Risk,2334.55,32.49,820.83,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2680-XKKNJ,8,One year,DSL,Bank transfer (automatic),Yes,Yes,No,58.2,469.25,No,0.0588,5.9,Low Risk,463.68,3.42,27.26,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3058-HJCUY,41,One year,Fiber optic,Electronic check,Yes,No,Yes,102.6,4213.35,Yes,0.5251,52.5,High Risk,4226.37,53.88,2219.27,High Value,Immediate Intervention,Account Exec Call: Autopay Migration + $15 Credit
2974-GGUXS,36,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,91.95,3301.05,No,0.2923,29.2,Medium Risk,3318.32,26.88,969.94,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7994-XIRTR,54,One year,DSL,Bank transfer (automatic),Yes,No,No,65.25,3529.95,No,0.0363,3.6,Low Risk,3506.46,2.37,127.28,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3259-FDWOY,71,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,106.0,7723.7,Yes,0.2713,27.1,Medium Risk,7575.03,28.76,2055.11,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2101-RANCD,55,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.1,4144.9,No,0.4058,40.6,Medium Risk,4095.2,29.66,1661.83,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7921-BEPCI,72,Two year,DSL,Bank transfer (automatic),No,Yes,No,59.75,4265.0,No,0.0066,0.7,Low Risk,4313.88,0.39,28.47,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0807-ZABDG,3,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,55.1,154.65,Yes,0.4569,45.7,High Risk,164.09,25.18,74.97,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
8510-TMWYB,54,Two year,DSL,Bank transfer (automatic),No,No,Yes,59.8,3246.45,No,0.0248,2.5,Low Risk,3239.64,1.48,80.34,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3258-ZKPAI,72,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,116.6,8337.45,No,0.0355,3.5,Low Risk,8397.68,4.14,298.12,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1428-IEDPR,52,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,109.3,5731.4,No,0.1347,13.5,Low Risk,5699.12,14.72,767.67,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5298-GSTLM,60,One year,Fiber optic,Bank transfer (automatic),No,Yes,Yes,101.4,6176.6,No,0.1336,13.4,Low Risk,6130.65,13.55,819.05,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4450-YOOHP,39,Month-to-month,DSL,Credit card (automatic),No,No,Yes,50.65,1905.4,No,0.2123,21.2,Low Risk,1943.77,10.75,412.66,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6728-CZFEI,15,One year,DSL,Mailed check,No,No,No,56.15,931.9,No,0.1005,10.1,Low Risk,873.42,5.64,87.78,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5748-RNCJT,69,Two year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,106.5,7348.8,Yes,0.2654,26.5,Medium Risk,7344.68,28.27,1949.28,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3653-NCRDJ,43,One year,No,Mailed check,No internet service,No internet service,Yes,19.2,776.25,No,0.0186,1.9,Low Risk,823.63,0.36,15.32,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6121-TNHBO,63,One year,DSL,Bank transfer (automatic),Yes,Yes,No,83.0,5243.05,No,0.0297,3.0,Low Risk,5226.25,2.47,155.22,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5119-NZPTV,2,Month-to-month,Fiber optic,Electronic check,No,No,No,70.1,141.65,No,0.488,48.8,High Risk,139.77,34.21,68.21,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
6519-ZHPXP,72,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,108.3,7679.65,No,0.0284,2.8,Low Risk,7777.14,3.08,220.87,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7739-LAXOG,32,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,91.05,2954.5,Yes,0.6087,60.9,High Risk,2937.95,55.42,1788.33,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
3472-QPRCH,40,Two year,No,Credit card (automatic),No internet service,No internet service,No,25.25,1006.9,No,0.0085,0.9,Low Risk,998.78,0.21,8.49,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8224-UAXBZ,58,One year,DSL,Electronic check,No,Yes,Yes,45.35,2540.1,No,0.0739,7.4,Low Risk,2588.05,3.35,191.26,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9610-WCESF,67,Two year,DSL,Electronic check,Yes,Yes,No,43.9,3097.2,No,0.0218,2.2,Low Risk,2993.13,0.96,65.25,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9776-CLUJA,51,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,77.5,3807.35,Yes,0.5666,56.7,High Risk,3909.7,43.91,2215.24,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2486-WYVVE,31,One year,DSL,Mailed check,Yes,No,Yes,79.3,2484.0,No,0.13,13.0,Low Risk,2465.38,10.31,320.5,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3865-ZYKAD,69,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,84.9,5785.65,No,0.1457,14.6,Low Risk,5835.86,12.37,850.28,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1422-DGUBX,32,One year,Fiber optic,Electronic check,Yes,No,Yes,79.25,2619.15,No,0.1652,16.5,Low Risk,2572.52,13.09,424.98,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2999-AANRQ,21,Two year,DSL,Credit card (automatic),Yes,Yes,No,71.05,1524.85,No,0.0148,1.5,Low Risk,1516.61,1.05,22.45,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
